mbid	band	fame_lb_raw
497a9f4b-938a-451e-b92a-f2992635dad5	4	12266
499b9f83-0258-4254-8c8c-a304ad70c4c6	3	3699
49c2fb4d-5bb4-4b88-834e-79431dcfab08	2	2053
49caabdf-1595-4f88-aef2-b125ba39b1ef	2	1982
49d47930-aaba-4caf-8a80-31be20d0e8f6	2	1564
49ea914d-11df-4515-9d08-7f72a9bf0219	2	1612
49f53a70-3dd6-4c48-93c9-f1c313b0254e	2	2039
4a1560cf-67e4-44f7-b99a-fcf84defc831	1	772
4a1f7fe0-e509-4c4a-9fa1-9cf6c3ca891c	4	24880
4a4ec460-5520-4f2b-b12a-4ced602ca1a5	3	7561
4a5ae63c-d6c1-4c5b-8ffa-a91b0e11482f	3	6118
4a68eea6-7464-467b-a0cd-69dbdb60a2a9	3	5182
4a76400d-283f-492e-9754-18ef41755f81	4	111428
4a7e6e5a-ba5a-46eb-8155-7e1a79ae675f	0	330
4a8a2e6c-8a9d-4545-8d8e-6ae4ed516b23	0	458
4ab95ddd-1201-4f78-8f4c-b32e83dd1a21	3	6994
4ae04ae2-4509-4a37-b486-1570a6dd17a4	3	5211
4aefeb56-c177-4dd4-85ff-8a21f13148f0	0	190
4b030116-c96d-4947-be0f-9565b4cc02ec	4	25639
4b14029d-5b25-48c3-8052-4bceb60aff2b	0	418
4b29079c-5e9c-4923-ae58-f99070440ab1	2	2329
4b3332af-5586-40fa-8ee0-8877c093ef64	0	113
4b33cf77-1ced-42e2-955c-ace858710b69	3	5544
4b6c98a5-3708-4bcd-8b05-a7bc7ac582af	4	12645
4b86ba3d-5e0d-4d5e-a05e-59cee8ca1843	0	403
4b9ad404-0956-4d82-8338-621078b72094	2	2927
4ba1219a-261b-4611-8d22-19416121e187	2	1874
4bbcd67e-c6f5-43f3-ac66-9ffa8552d9f2	2	3444
4bbdec5c-bc95-474a-be95-76377d9bf42b	2	3487
4bcefd03-3c0e-4de1-836b-62dce5e718ab	0	105
4bdfea80-6a22-4021-91dc-f2e8a54e3ba0	2	2018
4be50b22-988c-4b87-9191-44605190b562	4	9782
4c109c3c-41bc-42e9-b9ec-82b2bb3e6670	2	2984
4c12fef0-1cf3-4ef4-8622-935faa48d496	1	1008
4c13a21f-296a-4a6b-bad1-619f3b7127e6	2	2753
4c18be5e-2e53-41a4-a4a1-d9080ff88f8c	1	1308
4c3491a3-4cda-46d4-9592-c783616c9a98	1	777
4cb43d82-824e-4034-b03d-1a98f36f6e16	3	3910
4cc89d06-0fc4-4d01-9cff-aa0fc4878779	0	76
4d063bec-df79-4ee9-a601-fa9a6856b3cb	3	6766
4d5df8b6-98ab-4787-ba25-dbee26141082	1	846
4d688d75-12e3-481d-bd0d-e4b0cf6cd719	2	3439
4d6ad145-4564-4f87-8f76-3ed0f532adbb	0	237
4d8ced98-e0a9-4a07-bd89-90a08bc18f26	1	601
4d9c3ade-ba9a-47ad-80bd-9f9e84b4abe1	4	10314
4da8561a-caa9-4b58-a35a-c35a3a22cfa5	3	3992
4da8a075-9db8-422e-a154-57386c572d88	3	3693
4db4fd7f-eef2-413f-9a06-2b6b5f096c47	0	403
4e0a7e0d-bd05-4210-a654-72c4d437fda5	2	2013
4e170214-7376-47a2-b102-9c825822319b	2	1489
4e2a0ef9-1f73-46b6-9f1b-4634bc1cc4e3	1	694
4e322ccb-4f73-4e1b-a4ef-f0fcfcfebece	4	11560
4e34fbbe-2723-4d0d-98f4-83dc5d1152fc	1	778
4e4511f6-4f1a-44b9-9ec1-33f0f11c0b39	0	147
4e5017d4-874d-48ee-84f0-d535d17a010f	1	1334
4e507154-4110-42f7-ba80-09fb4871aceb	3	5621
4e513236-edbe-4d9f-a38f-b698e5e34d55	3	6021
4e525f48-6ebf-45fe-8d57-3fd730970725	0	313
4e7f9845-d23e-4269-8658-e34ee78e676b	3	5982
4ea1a278-9c33-4f6a-b4d4-29b47275f8cc	0	325
4ea6edfb-93b4-4552-82e9-1d8fafc93b9b	3	4878
4eb4c1b8-0b3f-4757-b56b-116c1c3b24dd	1	1008
4ecb6bfa-364c-433e-9b23-fb3c5611713f	1	554
4ecf50fc-b788-4d67-9972-ff6e1aed5295	3	4197
4ede1b35-7ef0-4afd-b289-05ba1d04e859	0	517
4f19d476-983b-45ee-9213-b56bd0cf44e4	3	9652
4f3b9a0e-fd13-453b-a5e7-8dc43ad8d795	2	2378
4f6c1396-d0aa-45cc-b841-b606109d0cf5	0	172
4fa67257-a6b5-43c2-9380-ef9c63ebeada	4	17529
4fabb4a9-18c1-45ca-98cd-e2511b0d8edd	1	818
4fe7bf12-00d0-4388-90b9-53b8e9f01f3c	3	9399
4fe8cbb2-ee83-496c-a6ac-a0ed1c4909c3	3	5489
4ff92b67-279e-40dd-b8fe-c1930f85059b	0	284
4ffd3eab-27ba-48e6-b6e6-ae27cd3813a7	2	1931
501d24a9-d909-4247-9fa3-6b2f99aca5b5	0	135
5021ce10-c106-4afc-9473-494087405d25	0	480
5028a04d-c3b5-428d-9c88-433224bb10ba	4	16601
5041fa92-55f8-4bcc-8021-3d0c876ab795	4	17851
505a0565-0e7d-4bab-80c4-6c86da915879	0	362
50840ae7-d000-4858-8aac-bd776a12dafa	4	28386
50997cbf-f63a-4d29-85d5-c5e7a7f12c2e	0	338
50e3dd64-6b87-4b9a-a511-c375ae4ff1ca	3	6793
50f34514-8b9b-4b35-bc31-01685afa2b3d	0	24
51004041-9729-470a-aef1-09274869e593	0	394
511562a6-c381-44df-9bc4-27be779716b8	3	6832
511c4699-2c7c-4c59-a38c-325f5874d563	4	11264
512a84cd-31cd-40e2-a177-53243f6d9701	1	624
51346a9b-0849-40e7-9748-097843368057	1	1320
513dc792-37eb-48be-92f3-9308d5be685a	0	484
516b7171-d5dd-4fe4-9649-ca90cc3a755f	2	3479
518c0361-e340-488a-a950-846ae06489ad	3	3597
51cfcb1b-769b-46db-8b98-4865d1ce2495	0	89
52216311-e64d-4629-a1e9-37e2eecc88fa	3	3858
528de22f-7b02-457b-83f3-f37d6a16003e	3	4894
5301b957-ac67-4e7c-b5e7-07f9eb4df954	1	1049
533a5987-768f-4892-9ee2-eb0b2a747507	3	5525
533fdc45-1a5a-4fbc-a134-07481f6228a4	1	742
5342d071-a3a3-4998-9d70-6aa97f42bdb5	1	668
5384c176-beba-4a88-945e-001472d48dea	1	738
538e7778-b206-493a-af3a-dce46a453bbb	1	885
538e9c01-9528-4f78-b675-1bf1be132625	2	1666
53bb6e8c-ce6b-4320-b7bd-e79845151d09	2	2615
53d2ae18-de31-4fd2-b368-82e6c1cebeb2	1	1197
53e76fc6-a641-4b74-b3b7-dcd890ab3c23	0	178
53f38d74-a69f-444d-a8a3-ba42e35b2020	1	1084
53f397c2-d5c1-4b61-8beb-333eeaee6455	2	2199
53fded68-39d4-4817-94bb-68b121e9fcab	0	4
540722f1-35b5-4a8c-82e9-5c80ff4c1be5	2	2697
541fa2d5-99b5-4f98-88bd-b86f5b517db1	1	1122
543adb98-6397-4409-89b8-9eb161ea5abf	3	6962
543c6144-399a-4584-8468-3119918b57d9	0	385
543edda0-d61e-4698-97fa-1f34a1322d20	4	19522
54412058-8ed9-49a2-b931-ce8071caf851	1	1276
5457141d-7b7e-4872-93b6-93bcd43d2e61	2	1592
5459db1c-a96f-4749-9cbe-4a572825455c	1	792
546e74b8-c675-47d0-bc8a-136a9e64ad44	2	2979
548cba0c-c326-4c03-b197-cfde2e1e42d9	1	858
548e245f-ec6d-4688-a99c-f549fbe33ee5	2	2304
548f1c74-3406-467c-b941-e9c6e0609185	0	207
54d75345-b6ef-443c-a765-d8fbff2fd9ad	1	1048
54de6001-656c-420e-ba90-d920965a6dfc	1	778
55008116-f7aa-4f68-b713-b6c947f7d43c	2	2912
5508f811-b2f4-43f3-9406-e3fcdc9da586	0	3
5509e5eb-67a4-49e9-992a-07d895500deb	4	14300
55292f64-4d57-47da-bca7-b2d3fe23754b	1	1109
55488cd9-be09-4969-8480-7c7a505777e2	3	3997
556d60fd-b9f5-49a7-899b-3692c5acf606	3	6536
55814ae1-f5aa-4481-9878-05d9faf98c5a	2	2629
55944ce5-8b12-44a5-ba09-126757423a21	1	575
55b6504b-f3c9-463a-bdd9-74c7aff8bb79	1	1222
55bd9053-241d-4ba5-b0b3-f9b792ab1c7d	3	7845
55c03773-59ea-4d4e-9057-87c2ecab005d	3	8791
55d14b87-c718-463e-b4c8-318e1dc5e72f	4	14576
5600cc57-8e97-4550-bae4-a1394a3911fe	0	184
5608d0f5-b08f-4bd8-befc-a8e8dcd02bf6	1	663
560bb54c-fac0-4b39-a629-e105fc0480bb	2	2875
568eb2c9-bb24-4804-8d9a-63022c4f04ef	1	977
5696fd70-f28c-4d91-a64f-59cd92da21c1	1	676
569f11cd-2d27-40da-9b01-237f7837db77	4	43152
56acaa47-eb2f-43d7-a1f1-19466c550e31	1	1226
56ba013c-610e-4d9b-98ed-c2ccff977a9e	4	31271
56cd3173-4b11-4f41-9bfc-5be7d3b4b1f8	2	2850
56d34dad-4756-4023-8924-81af45ebd398	0	403
56e619c0-064f-4ba6-9ce3-c5431d29cadf	3	3654
56ea1447-b076-405e-8d66-b1413d60e1bc	1	1158
56eb02c4-1f16-4613-8bb3-b4a752283fc3	3	4091
56fd0f1e-0c83-450d-8a65-14074f15c138	1	804
57233aae-d23e-4f8b-8e5a-231d159afa1c	4	14331
576e9f32-1a45-4458-9b90-b7ae038fd729	4	16238
5783bc9d-ba4a-4e33-967c-ebb0921f5866	1	701
57a5d4d1-1fd6-46f5-963f-dedf2ce031e4	3	3822
57b497c9-3387-4245-ab2e-4d6f3c3d6ffe	1	1334
57b5be7d-237a-4d6d-bf5c-a0e9a70d8fb0	3	8184
57b7b52a-ce95-4cc7-9eab-b499339e3bab	3	3629
57cb4257-9855-4a42-b1be-bfba1d9b520d	4	84876
57d5ab51-71bf-49de-bbd9-2b0def08cb3a	4	13638
57f89cad-d2ef-48df-9119-8287b106716a	4	95863
580893fe-dfcc-4263-89ed-e870a1e7458b	4	12786
5817bb01-7b55-461d-8a5c-28b2ee4ba826	3	3722
5821b01e-6738-4df5-bf98-92130fbb1a97	3	8024
58300f06-a61d-408f-9e22-83a664d6d869	0	232
583733f5-fb02-4197-af84-8cbb8984c06e	1	587
5866d653-5380-4ebb-b8b5-ba63810ab092	2	1577
58700dad-4177-43bc-8416-affca00c162b	1	1315
587f61d0-bdbb-4f72-9b22-e5fd2c9f9066	1	1207
58d52de0-c436-4b12-aed4-456a3cb03b86	1	1286
58efbf65-b06f-44bf-9ea4-a815421e3a68	4	22576
590131d9-8d4c-4b2d-987d-62ddd3e34aaf	4	11911
593e5825-e5c5-4f85-94a4-fb181d4201bf	4	14007
59543d0b-5c91-473c-8919-851caed48b5b	0	205
59840a97-f186-4352-8fb8-3d25577ca629	4	14559
59c998b6-8ee1-48ef-aae0-174ee347f0de	1	1365
59d8bee3-a751-4849-9f1f-42e9f343baf1	2	3136
5a19c7e6-b435-45f4-b1de-2db9b3271cc5	1	750
5a268534-c051-4148-ac53-380f805c5f72	3	3691
5a2b9dd6-b605-4f90-9b08-fa4f54e40330	3	5172
5a2e5b57-b8d6-46d3-9b9b-1c7c575102ba	2	3551
5a4afc38-aa20-457e-9ca8-26d62dc1f945	1	1207
5a5eeab3-e4b7-42e9-8ae9-b90eeb210b96	4	9989
5a6af524-962d-4418-bb04-c82606df6c49	3	4428
5a6e19e0-3ff0-4b3d-869e-3c539d6d8707	4	15891
5a732686-71d3-486d-b076-cae027a2f057	3	9299
5ac141b2-cbb7-42e4-b98d-fbd51bb2ab9d	4	17033
5ac673a5-34d6-40ad-a1ef-463011c3f594	1	1137
5aca7ec5-f376-4b4b-8d77-0d4ee5ccca06	1	551
5ae4d6ce-4bf6-4336-9968-7a49d84d8a76	2	1865
5af7630a-a7d9-4fe5-9a56-64336f2481ac	2	2435
5afa8cdc-6cd5-426a-a265-7e0b5c5c5bb1	3	8551
5b129d0f-a967-4920-8a57-2c02e1f4a6f2	1	606
5b25093c-d24d-435c-b410-48387a0dac7b	0	242
5b32946a-4c08-4a75-b1b1-60700470671f	4	100921
5b6ce434-073f-42a7-bd23-2eafd13d3bcb	3	4319
5b84e0fb-d3be-4805-a41f-e522199b3542	4	12546
5b95ae1e-5129-46c5-a043-522e6c9f7871	4	10620
5ba39b83-d12d-4b31-b449-992300a73df8	2	3448
5bbee517-8157-473d-92b2-e02565d27baa	1	551
5bdc8759-a592-4202-a48c-691d4bec5c6d	3	6922
5bdeb32d-56a5-4b6d-a768-264101fa0a0a	4	13551
5c01e21f-8222-4728-abce-267abf83544a	4	25482
5c293fa2-ba93-40d9-a492-1edc9d445683	0	35
5c37bd87-1a54-40f9-9462-114dcd67fd10	2	1551
5c859a45-d4db-49fe-9d55-d2291c1379cf	0	223
5c8ff93e-0a5d-42cd-80b4-610ee32e919f	1	1183
5c998e19-9e04-4cec-a71a-3d673e65a133	1	551
5cbef01b-cc35-4f52-af7b-d0df0c4f61b9	4	239854
5ccc33bc-7424-4a35-9357-6feb664bbddb	1	1422
5ccfbbf2-62da-4e38-b1ba-b4f798ada177	3	9521
5cf454bc-3be0-47ba-9d0b-1e53da631a4e	1	565
5d076949-f420-4b1d-a085-c3d44570317e	4	14414
5d098174-0456-4c77-afe8-2ef5b4ca0bbf	0	380
5d5f3355-6cab-4314-9a33-e648688f3e60	1	546
5d993ae8-015b-413a-88c8-bb46b8440991	0	3
5da9fa64-75bb-4e1f-bb13-2f0eae6b40d6	3	4321
5dad5ca9-1c9f-4589-8b5c-7cebf4968a03	3	6608
5dd72b13-945b-4dd2-a616-edf528f5871a	2	1993
5dfbf314-2052-4c3b-9a7a-5270fb3b2a55	4	70162
5e252732-d1ab-4ad3-9b1a-4ef3fcb4bf3d	3	5131
5e2a72b2-0b6a-41a3-b76f-79f18fa0685d	0	128
5e6512dd-160b-4512-a4b4-2c30fa894a08	4	18625
5e7ccd92-6277-451a-aab9-1efd587c50f3	4	58364
5e84f5df-c098-413d-90da-631c3f086c62	0	395
5eb99377-dbfd-4448-b8fb-271c418dd296	0	479
5ebe7dec-3b0d-4c60-abb2-3980e62bd353	3	5468
5ef6fb81-7e5c-43df-86bb-822775300532	1	984
5f02b68b-6a66-43ae-a895-507709c0b53f	0	31
5f0dc3c6-ddef-4bc1-b91f-9ec1903e28db	0	269
5f2c5e7b-20ac-44e0-84f7-3a9267eb0073	4	11972
5f4e8ab6-0201-4aa1-a6d8-1d8ac60b446f	2	1563
5f6ab225-da22-48a7-b935-5a41bfa4dcb9	0	41
5f79fce3-8ea0-4ec0-a3d0-20b20d70d462	1	1151
5f7c7c60-aa51-4fbc-a1a1-44f2b33ef015	3	8813
5faa961a-b425-4069-8b61-6e3ceb0ff4ef	2	1911
5fab218a-a6e7-4317-9e5b-f68ff4d68166	3	5104
5fbefbed-09d5-4e9b-9c58-520b9511158b	3	8811
5fcda981-7389-4207-8c8b-ae5cf13a7332	1	1017
5fd586fb-8ac8-49ab-9481-da84b086d071	1	853
5ff06d5c-c275-445a-a830-878b1af8b2d2	0	50
5ff834da-19c9-48ee-b678-b718d328bffd	1	682
5ffb1041-7236-45d4-8523-60faf95946c6	4	11387
6005fb1b-4f18-4941-8c8d-a33a30f9a2d5	1	878
6006ab3d-da40-4474-9cfa-c6b13f63240d	3	9270
6016ee68-5dbd-4a5f-9a31-8743b6e8980b	2	1735
6024a330-a8af-42e9-a923-fe7d1026dd28	2	2621
602dd073-6b84-4515-8575-7cecc8082383	2	1610
6033071f-9488-4578-b35d-46e65961da48	0	220
604ace11-4af7-4837-8c09-3becc2a822f9	0	451
60550bca-5038-4eee-a70e-23488000071b	3	7073
6060d1bb-94f8-4863-89b9-425487f2f6b2	4	14925
60691cca-68d2-4144-b91e-d7ea04e396b8	3	3934
60707dc9-11eb-44b0-9671-2f635c83f52e	0	369
609ff408-3cb1-4f28-823c-d67c52f493b9	0	390
60ae0d64-e5a2-4739-8c6d-f995dab7b052	0	153
60bbceb2-0ddc-403b-970b-b4e9c3b2de5c	4	46292
60dd32e4-575f-47c3-bc02-5b87fb088007	0	182
6143403a-df6c-429e-8ee6-ef869896b0da	4	13018
61484990-7082-4dfc-8a98-8498f24e2d45	0	451
614ae988-c23c-4cf9-bb60-d6d756793005	2	2797
61568439-b790-4e96-9b4f-64503ce0ab12	4	14317
615d51ca-3d06-43dc-b956-4d76099f4b5e	3	6513
61947bfa-5e34-44e9-b2fa-845fc082a367	3	6553
619e6848-060e-46e5-8837-f82829f62691	1	803
61dcaf8f-6036-4849-a1de-26d3c85db4a7	0	505
61eb3dde-3a23-4a6f-9332-d931980e6067	3	4056
61ebe2c5-700f-4473-acea-c94a57811dea	1	1462
61ec51bd-cb8d-4c07-8b9c-632b2f170063	3	7235
61ed9c9c-79eb-4e8f-8015-bd599ac0ab49	4	84927
61f4157e-8443-43fb-bb4e-fd0afdcd75c4	0	256
6200e9d0-830c-4335-ad96-3055bb0b6544	3	5427
620c46b6-f3c0-4dc0-af26-bf90eae77dee	0	199
622df07c-1948-4f06-aba0-d93d3f0a274a	2	1731
62384d16-0acd-4857-9483-5ce30809632f	4	10506
623f2314-9bf9-4cd4-b984-8f66bc807f58	3	6155
6287d910-372c-4c4c-8987-dd7c4419ba55	0	315
629db3d9-4726-4ae2-859e-d1f14f88fd07	1	1155
62b29e5c-d717-4586-87bc-ade74a6a9fe8	3	8880
62c562c9-f91d-4195-8924-86be20ab9d41	2	2243
62cea2cd-9c52-4546-afa6-e381f7ec4a77	0	335
62d1c157-3b54-48d9-8491-94c575369ee3	1	925
62d27d3b-b1ad-464e-839f-070fa317e44f	2	3001
62ded9ea-fe82-4606-96f0-8aea96ea12b5	2	1969
62ecd859-e63b-46f0-95d8-69e860151adb	1	599
63034f55-692a-4f3b-a19a-ac2072eac3bb	4	27017
6337eccc-a02f-48a9-a8cb-8bf7f0318b30	3	5413
633c13a3-335a-466f-8e01-535837faeff5	4	36030
634f1473-9ab4-4fc0-b794-899bc4f2166e	0	87
635ea8d8-6c2d-42ef-b685-667768bf80e5	3	7100
636dc67f-2110-453a-83e0-82e15801bdfe	0	446
636ec2f4-0054-41f6-b1fe-e003ce6bdec1	3	5799
637b672c-13b7-4e0e-812f-6b14dfc50e7e	4	14020
638b280a-76b5-4519-b503-fdfa58f8df7a	3	8800
638c2ce6-1e57-4e3f-ba83-4bd6c5256eda	1	802
638c86ec-c55b-45ce-bca2-00f2e7eb77dd	3	5204
63938cc8-edbf-44ac-b68e-1d17daf365c9	0	377
63aa26c3-d59b-4da4-84ac-716b54f1ef4d	4	162278
63f2d055-940f-4868-9a73-234d9a465bb0	4	22970
63ff2e03-85da-4529-b046-125dfd2f5550	1	1039
63ff6b30-7b69-40b4-a0db-d43e6515ad65	3	3825
64018a63-ebd5-47e9-94bb-fc90b8bc68d2	2	1942
64269daf-c754-40a4-b98e-97195f67cf23	1	918
6427d4bb-1a78-4b6f-b222-514cee62df58	3	4347
643cf4da-c41e-4986-89fe-d4a8b50acc32	3	3921
644e059f-f308-4273-97cc-1b8416d25345	1	1324
64af8439-3319-4ad5-847c-79f828603427	3	5406
64b7775c-c9f3-4dcf-9d2d-73bc48fcf934	3	4094
64c270d3-53c1-4a24-98e1-ad80d0f7f2aa	1	782
64c37407-c9fd-4387-ba02-4e6159499055	1	539
64d19a0b-46c0-441e-87c0-6fd2c1d0030d	1	1220
64ee921f-32a0-465a-b34d-4ab6bc9cbb2c	2	2379
650793b4-94f8-47fb-b6c9-752c94486b75	2	2241
6514fd09-f1d6-4759-9e84-58649fce568a	0	210
6518de5e-e497-4651-99dc-a9a7e6c36ccb	1	1226
65269602-7b6b-4f63-b249-11897f8ba4d0	3	5225
6533674b-9d30-4328-bdfe-92318e12e53a	1	1017
6545b2a5-bbdd-408d-9169-3d7aeade8093	1	1242
654924ab-3ed4-4e5f-bbd6-4bce4d460abd	3	5201
656ec54e-d45f-4ff0-a751-e825a0f8aff8	4	12977
65a8ee1c-20ef-4e2d-bf55-33a35bd7e644	4	12183
65aaf08a-c92b-4000-9fa9-8f19670ac370	3	4366
65d4f206-9f54-4b90-b207-f9e2b626655e	1	863
6635218e-2c5e-4ff5-9fc2-a9f835cacff5	0	345
66696d1e-8bfd-43a4-b8d6-d255da84b02b	3	5315
66711d0a-cfcb-406c-9fb4-694384f417a3	1	954
66816573-eac4-466f-89ce-db0002d703da	1	645
6689a626-4de7-41d5-9ec3-5a289472a9e2	4	41703
668f86c0-53c5-432a-bf7b-8cba488da4ee	1	1231
6690bce3-6fae-445f-b6f3-e0ee4da53f93	2	1733
66a52b6c-6e95-4c4a-a184-b3f0dc4e5445	1	1098
66b2f925-e924-4cde-b09f-27ec21d29564	3	9512
66baa549-ec7d-410f-88bf-d4f9bbb21890	3	3669
66c03e40-2337-4952-8b27-afcbc68a6e5a	3	7748
66cc1250-3ddd-4068-bf47-344cd5ba079d	4	15104
66d5cc31-ac3d-4a45-bb0d-d84b5986c9cc	0	137
66f89780-6c07-4c4b-8e4c-be4098090bf3	4	26653
66ff52c1-54d8-4b72-bad2-e23a0aeea877	2	3028
6702c701-d0a6-4b12-ba41-1d0ee967a9e4	2	3465
673103c3-fe23-4017-8e8d-b3eea46fca77	1	869
67349203-0c02-48d9-a0ac-4ff40bac0905	4	11387
674e2eff-88b4-4fce-a19a-7dab8dd12171	2	2886
675b3d52-2b13-4e1b-a516-947bea46b1fe	1	1193
676dbcbf-d450-4356-836b-8048ba0b0120	4	9788
677c6265-b0f7-4d5b-982e-ffe8b01e131f	4	53902
67952cb7-0869-45d7-b106-87d564ce9ef4	2	2167
67eb4fd7-53f3-43ad-a03f-61792ebbc94d	2	1744
67ecc7db-6fa1-4198-8530-047de76d5c8e	2	2822
67fe23de-fc50-459e-a0a8-e2a91f5d2d4c	0	345
68259b40-e3cc-48ec-b579-e73f43a616d0	3	5471
682ed507-00c2-4e24-b4ed-97df6b912dec	2	2327
68416724-6cc4-41ee-b81c-1ce169c00f03	1	1377
68583780-fe13-4ce3-be16-107cf71143b7	0	193
686557c6-2be8-4c95-bde1-b4c567fc3448	3	8542
68868bf5-7b90-4367-ba5d-a26871b5c206	0	9
688d2d9d-8f49-4187-b558-2c961c699ab1	4	10923
68a4cc6c-263e-4d20-bd00-35fbe7f34701	3	5984
68b22fd5-038c-4b74-8ed0-ee93b13c1d9e	3	3958
68ea1169-9464-4af1-862e-fb3ccd75e526	2	2573
68fb2fd5-b452-4742-be38-dd2a694b73fe	1	1005
69072b3a-07c5-4d79-a0b2-180b2a931260	1	1044
692d58e7-e19b-47b0-98a9-eecf2225b85d	1	1075
69407e6e-8cc1-4d48-91f8-7e07b94032a0	4	13051
694d9b58-f440-450c-9e2c-212fa69d7fda	4	13868
69751b2d-bfa1-47e7-8b54-df54907fbfc9	0	60
697bf3cb-d7b1-4911-87c1-80e50b47157e	1	527
6983679b-a655-4257-aed3-96b74edcfa9c	0	267
698db32d-38b2-4b60-be02-cd1d52ac4d25	2	1943
699e687d-9e77-4fd0-9b7a-54d2aaadf05b	4	17409
69ba7cce-e18f-4af4-87e4-b0370c2cb9b6	1	1093
69c7cefe-5280-49a6-8b31-d8216c6edfc9	0	31
69d8980c-d1bf-470d-bb54-964038c03b4f	0	100
69d9dfd7-19b7-4a75-8a53-9f733fb5d774	4	10896
69db8395-b486-4a7c-9fc5-a0ab460dcce9	3	5694
69eac83f-7c66-41f8-a576-99b396decf16	1	1013
69ed28f1-ab84-4367-95ad-60a24b24a9f9	0	331
69ed9582-7b72-4b7b-8e30-816c06e5f89b	4	9801
69fc6704-cd19-4dc3-95de-ec4648bc6da6	1	1360
6a0439a1-4520-443b-9bf1-02acdf692d6e	4	32709
6a0baf13-c7ca-4e56-9700-2fd2ef687733	1	669
6a26ce61-7f28-41e8-b79f-cbc300edcd4d	1	919
6a34b155-79c0-4817-9f5b-292606e9453f	4	9950
6a451d5e-2676-40fe-aa5b-a61fcfe704ff	3	5355
6a5e76de-b181-4f3a-b7c8-c203d88a9331	0	261
6a628a50-1c5c-4d29-a13a-79a73eb012d9	4	15701
6a804745-1926-4f05-9c9c-9c9f39d74fac	2	2703
6a900ac1-3464-49ab-adf6-26b0d131460b	2	2378
6a93afbb-257f-4166-b389-9f2a1e5c5df8	4	42716
6ab11601-4456-4a66-8701-8fe44d080d35	0	429
6ac2abb1-29af-475e-985b-e71854432a24	3	4316
6adad8c8-d487-48e0-97fe-40b9e5a3bbe7	1	544
6aed5498-c7c4-4b23-8091-949b41d737fd	2	2554
6b16de9f-545f-4b49-b98d-aa52f4c41d00	1	632
6b1b84c1-528a-4642-8f7d-761766d44dfa	3	5564
6b22de04-fb48-44aa-bd02-c1427f635477	4	52633
6b5cd5b4-966a-4456-afd7-7daa2cefcdcf	0	150
6b6285f2-c068-46c7-842d-e6dbc0535d1d	0	305
6b9f40e7-0d03-43de-8f42-af14ca62a198	2	2401
6bbb9ed3-bb91-452f-b801-5c9a511de165	2	3064
6bc658ea-005f-486b-8f94-33a2e40f7a72	4	93830
6bca39c3-bc8a-448a-8a8c-704be8fc5c64	4	18375
6be71a41-4a08-4731-87b8-02d2f2ef1404	0	449
6bf6b3f0-3388-481f-8ae8-4023e1a76d70	3	4488
6bfa076d-881b-442f-adc9-c8c17c6c87d3	1	594
6bfb87fc-d820-47ce-b4ec-5b794a9c0d3b	1	1177
6c1ad8da-38fd-424a-aea1-0b055fb1dbe3	3	6691
6c1dca73-f7ef-4902-bfd7-66e0c12aa10d	1	679
6c4335db-e676-418f-98e2-f8037ac88576	3	8386
6c435385-ba64-473f-8ff9-abb5d8c3a066	1	1122
6c75253e-6f25-435b-94d8-b224ccec63a0	2	3579
6c7ee645-c04b-4129-9db8-652020725127	0	239
6c830a1a-a0ec-4d32-9579-a931dfe12c4c	2	2221
6c8561ad-7932-4a9c-84a9-d833dddc9d0f	2	2131
6c92afd2-1d5a-40e5-b413-a2d1eced3463	3	7677
6ccfa72c-91ab-4b12-b40e-0069d2b85031	2	2755
6cdc2ffd-a587-454a-b280-1a36ea52ef2f	2	2926
6cde3d73-2219-4616-befb-8619cc2018d7	0	386
6ce530e8-6ccf-4e30-9f3a-cf259d79d78e	3	6522
6d1d1faa-8c40-46fa-9b4a-6d1a2d601177	3	3637
6d25994a-c078-4017-a72e-e25c26b75051	1	1086
6d3002ea-38f1-435f-8115-5eba46b4b3cb	1	602
6d60d921-a292-416c-8a91-24612a303e62	3	5879
6d6520b5-ef30-4443-9f11-1a3394c66b19	4	16219
6d670145-5d7b-4154-b66d-34bbe644476d	1	1062
6daad3b7-3c13-4ab2-8e24-da475e5f7548	0	500
6dc9b85d-beec-43d2-adab-8af2dc6632b9	3	5992
6dec936a-82b7-42ba-b1c3-236fa6ea453d	1	825
6df67e53-6abe-489a-b8f1-9dcf43333a66	0	463
6e024ae4-e8bc-46a6-9bbb-6a4b58c8df2d	1	630
6e0920b3-6508-4ad4-b067-ee7d274c90ce	1	572
6e5c61e6-182e-4796-a63b-590bdd4bfb07	0	380
6e6170a4-31c6-4cae-a3f9-f0db3b9f5892	4	9795
6e755d2d-0b47-449d-b03f-fcacec33aab2	4	43025
6e861d76-3927-44ee-ade1-cf1717134e96	2	1643
6e97293f-f932-4051-ac45-96b7a32b6db9	1	886
6ec4a890-9640-4551-87cb-59226f7b8e20	1	587
6eca3166-0c21-49e5-95cc-92e0a455fffc	2	1964
6ef472a6-8a0a-49aa-bb60-54541c868846	0	315
6efa29c6-9995-48e0-9eaf-3809464a39a7	4	101997
6f04b3e9-000e-4208-bb72-cdccf868dcdf	1	1297
6f0570ed-62e2-4652-89ee-e65839e55e3f	0	232
6f11f22e-2a8f-48cc-b1b3-79760d317f76	3	4335
6f150bd2-d256-4438-b25f-91eba511ae83	1	660
