mbid	band	fame_lb_raw
24d318bc-f9df-40f1-9926-6e7ede09fb29	0	194
24dc43cc-c7d1-418b-aeba-7805e02b4fa1	1	756
24ed5b09-02b1-47fe-bd83-6fa5270039b0	4	39701
250b7089-69e4-43b2-bae3-a83d9f6d71bb	4	35412
251541e9-4212-4350-99f0-d347a055cda6	3	5015
251cdaf8-3844-471f-9607-a50f3c847cc0	3	3598
255b1258-9998-4040-8662-528902b5e639	1	560
2562d27a-a14f-436d-873e-709ed895eff8	1	1038
25635980-1c4f-4732-a223-0f692578a162	1	772
256e0b36-88cb-453a-9ce4-7b73cb6b882f	2	1742
257333ff-0ab4-4c24-85ec-7234ace06428	3	3922
259ae350-462f-4779-a45c-a6f3472878f5	1	683
259fdccb-4a42-4a0c-befd-e41a07566ecf	2	1905
25a7bad5-dc39-446f-ad04-ea9b6dc5fe32	0	219
25baa112-e3fa-405b-a7cd-2d68769157a2	2	1887
25c73c37-9517-4144-8ef6-32541e82ff42	1	1188
25cf214c-0fb4-45e7-b58b-bf975d2a3eef	2	2063
25d804a4-4990-43af-97ea-cd17456183d2	0	294
25e31cfa-2cca-439c-95d8-ff62809c1de5	2	3005
25e4e347-022f-41bf-a437-529b2267f9dc	2	2689
2600d064-93a9-44d9-9822-1e731584e927	2	1895
263d7bc1-815a-4c36-979d-59089f07d3df	3	3802
265333b7-ad24-4a9c-82f9-a170cf6a2e0c	1	726
26561ab9-700f-4082-aa8f-b008570c86b4	0	249
266bfe04-2ef2-47e9-bcf5-fde2c7d062c9	1	825
266f5184-d8ab-40c3-9af2-b0c615b37b53	4	12738
26822e77-5be2-47c7-9a95-6dd389d7b83c	2	1605
26b0abc1-de52-4fff-be6e-4620f9d9f2fe	0	299
26b2fc3e-9b9d-4a1b-9cf6-059915810ffd	4	13991
26c05b55-fbb3-4edf-8999-08bfda6992e2	1	1273
272241d9-95de-464d-a3d0-e43fa568f43c	4	24394
27772d1a-e1aa-4bc2-83fe-5000c9020e1a	3	7519
278ee887-eea4-432c-81c7-f0fa8790d5fb	3	3599
279abdad-98c0-486d-ae60-2ca01c497214	1	730
279e01bb-dc46-42c6-bfba-dc54f4f782af	2	2047
27b988e5-dfc2-4d92-ba93-c8ec87639b82	1	1056
27c1daa6-3bd0-4460-9a1a-ed5927d311eb	0	52
27c9e2d8-084b-4af5-a8eb-815b4f204116	2	3022
27ceeefc-d124-434a-963f-516e60ae0ab3	1	729
27d2b5e9-9aed-4e7e-88fb-72dd060a44c3	2	2029
27dedd67-b819-4040-b972-24ebf5dca374	4	12579
27e8d6b4-2090-4930-a7f3-cfe14e21a2f5	2	2507
27f6e33a-1c1a-4c26-b362-1f9bc36c8acd	3	4816
280e4d8f-4ed1-43ae-8927-cd040ad58655	3	5076
281d60f7-1df0-4601-b109-9effe046a86f	3	7732
28240f99-fcce-4577-8e2a-966000957603	0	422
2841a612-31a6-4d20-994d-406dcf6db9e7	3	6713
284ef163-607b-4329-b0da-775cc6c4d065	2	1484
28631c46-fd91-4bf4-a615-42a3b17db566	0	6
287739aa-2e3f-4883-b884-f9ab85b5f002	3	5080
28c4b85c-113b-4871-95ad-52ebc9704bd0	2	2004
28e556c7-76c0-48da-bc67-4fe2e9791a84	2	2018
28fd67e8-573c-4cdd-a37d-8b74af74109c	4	19655
28fe71ae-5048-4a00-b673-3fd055863648	2	2242
290efb97-15a8-4abe-a273-4ed8b815f106	4	12883
295f5eb3-5e18-4211-b4a8-1f08dbf32e5a	0	157
2986e6c1-ec5f-4d3a-b394-94f7e9a07b57	2	2382
298f4089-1948-44b5-b5e8-d5381f42362f	4	12254
299bbe8c-3e93-413f-b528-466394c4d799	1	594
29b0a6c7-ab3a-4bf3-a64f-63c8a3548196	4	36827
29b5e2d7-3800-40aa-bf7c-3cdc481ee25a	1	744
29c28ac3-27c5-4822-8eb6-0af89a3a7240	4	75115
29c2b372-b02c-4bb9-b0a7-5741f0b48b3b	0	517
29c8775b-49a7-4c5a-af85-478ff25a56bb	1	1306
29d150f0-1ced-47b4-b3ed-282c6e81a6f2	0	443
29e8de9b-4ff8-4ea0-8db9-2fa1ba658ef9	3	5944
29ffd4cf-2e98-4a98-91f7-913a8456bea2	0	233
2a1a36b0-d465-4941-9658-2c67cdfb9bba	4	16105
2a2fcfc5-0edf-4fa7-a79d-dbf4367b44b3	1	761
2a44bd54-1514-4471-874d-7472d65b4bc4	0	129
2a600df4-3355-454a-92ee-87ebe2de2391	1	1188
2a818e9d-5a8b-431a-bbca-14d40226811f	2	2206
2a81f398-647b-4580-b24c-d78b3103a27b	4	51933
2aeda07b-7032-4beb-8159-b966a68f7b87	1	909
2b4d51aa-5c71-4817-a341-9cebd648552d	1	563
2b510a30-f989-411b-bb23-b3c42ae3e522	4	15222
2b85c22b-314a-42e4-be9c-19067e8d42e2	1	959
2b90848d-4969-4dd0-8664-13925c8697c3	2	3192
2b983abf-ef53-483e-a5f0-356e745008bd	2	2498
2baebe37-a98c-413e-bfd4-3b22029b4e39	0	332
2bba63bc-bfbe-496c-a201-2287a6681318	1	916
2bf3971e-8595-4bd2-aace-8a71c42afb66	4	27867
2c0b26e4-6152-4ccf-8668-c8be06402a44	2	1613
2c16cb3f-e85f-4158-889f-ffc038f5792d	4	36223
2c70df73-bc9a-4abe-a5b5-220775538bca	0	224
2c948044-de63-401a-8671-1600ed0f69bd	2	2607
2c98ca27-6cfc-40a9-bb7d-4b61781776a2	2	2717
2cbd0554-99bf-4a1b-99bf-d11b3c58a50b	3	7553
2cc09627-ac51-46e1-bc1f-92e49ace09d5	1	817
2cc8fd8a-4c22-4905-8a8f-86f076d50497	2	2013
2ce06d80-6b94-4e8d-853b-0a308c83ee5b	3	6225
2ce4f102-23e6-42c4-84a2-3c13d24e1b66	2	2476
2cffc628-63df-4e04-81ad-b1b0bee6d79c	0	519
2d196645-cab3-430e-88f6-bd57d95940ea	3	7295
2d19bb6c-bfd9-4a8b-a11e-45975c5ce984	3	4735
2d1d826a-a42f-4946-a454-3f891893eec3	3	8750
2d29c17a-721f-4f25-b83b-bf48e3e91b9a	1	1072
2d2f1395-d14f-4b52-88bb-1775a4b00ee5	1	889
2d3fce56-b69f-4385-a2e4-0a70fbf5f2ee	4	11336
2d575aad-9f5e-41d7-89c1-94f4d33aec4a	1	1288
2d680980-af56-43da-8c9a-c06c9767c778	1	1161
2db8f066-d4c8-4eb3-91b3-7129c15c1596	2	2646
2dbc4ab5-45b5-450c-a85f-4e3a83204b1c	0	451
2dcd684b-6bd8-4d85-942f-7056a77a3ca1	2	3140
2dde262d-7614-4168-81d5-59797cd7db2e	0	415
2e04cc8e-8c0c-4328-a83c-e23642b9972d	0	103
2e0fffcf-0ed2-4661-9c38-f67be9cca9b0	4	18687
2e10fd99-33fd-4463-a141-5f7b816a761f	1	1404
2e163c26-16c6-4d97-aa76-eb5d99b0770f	1	628
2e22491b-06b8-4715-a497-69743ad1232e	2	3508
2e418172-bd02-457e-9ece-922dc986b327	1	1093
2e87e159-dc3f-4111-8b30-5fbccc673d8b	3	3765
2e8a60d2-c706-4aa7-adb0-304f6950cb55	0	520
2e95c700-0e9c-4fc9-9828-ddaebba37632	2	1486
2e9c624b-f2d6-456d-9778-8d0b004b8ffa	3	8113
2eabaae4-ab68-4d60-bdc2-a2d1d2abc092	3	6805
2ead44c4-78d9-4bcc-8f5a-74b2b382a530	3	4204
2ed8fc5c-a7a0-4d20-b222-d7d5f52dab44	2	2525
2eea1e87-ad45-49f7-8de7-a55f02f6db67	1	1282
2ef10f68-c2d4-4eda-a0aa-962f1dcdfd31	4	27900
2f490e88-b4c9-43eb-bd47-b3fb70b2d1d7	3	6050
2f64a77c-ec15-46dd-82e6-ecd92ad17a9f	0	433
2f75ab54-9326-4e4b-835c-db38fe0de988	3	3588
2f79cdf3-2b4f-4ec0-ae6b-81b910787555	1	1458
2f85e06e-4781-4c1a-87bc-c62e8027962d	0	83
2f911bc5-8619-40c9-ae9a-9c6250ba5b25	4	35470
2fa0d3ac-b64c-401a-b0a1-4915ba6cc157	4	167291
2fb8d4b0-6e8c-4a7e-93cd-ee54b55e394b	2	2075
2fb99ff4-0fc2-48ea-99ed-19c67409132f	1	1180
2fc3ea08-24ff-401a-aade-48f247769319	1	1320
2fd7d9cd-b95c-4b69-8394-c614759f7e0d	1	729
2fdc614a-ba8e-45c8-8cce-6dfd3ec864e8	1	941
3009bda7-2fe6-4a68-ad89-fb24e88c2ff6	3	3916
3014115e-23d7-4529-9d4d-e1e0948d12b0	3	3822
3014ba57-e0da-4493-8fc3-3db47f0d2168	0	312
30312e56-2ec9-43f1-9378-882ada0cb542	4	30126
3064feec-8fbe-4d8e-b062-988fc95b6faf	0	337
306afbfd-ce72-464a-b68d-87ada881ea3c	0	170
30792486-de7c-458a-873c-ca6931540a70	3	6077
309c5961-9b5f-46d6-8190-50b0b311598c	2	2038
309ee6c2-591c-471b-869c-2446246575f4	0	246
309fd157-119a-4094-85d1-cbacbfad9622	1	852
30bafc6a-a9d9-4c7d-b781-717bc2e5fed0	0	180
30c4f946-bceb-44ad-bbb2-4cc98f9c3aaf	3	3874
30f3486e-1def-4fc4-b47b-5283eca9295f	4	64553
311e7afe-e0e3-476a-a703-fcd61dc049ac	3	6474
312183e0-64ff-48df-a9f4-0804ca23a7d3	4	35702
31687c43-f627-46f5-bb90-2df3addd3630	2	1527
3184439c-4d26-4da7-a938-b76656eafc10	1	918
318b3819-a869-4226-aa6c-fbaa85929921	1	596
319325d7-2bda-4e57-8d0b-b6211b30dd7d	3	7488
31a452da-b6eb-409a-b26e-bfd3106d2860	3	6773
31c76e9b-27e7-4b03-bb73-45bf12893800	2	1927
31daddfd-64b8-47ca-94a8-333db0dcdf95	0	455
31e71156-c689-495b-b1d6-ff8ab81e1299	3	6081
31f69e89-6353-460c-8a9c-fece60c2a43a	2	3050
31f7decf-2448-43f4-b792-3dfb8ea1d030	2	1683
32115022-aacb-4beb-be10-355f0d938f5d	0	262
32286190-da0f-4a85-b3d6-09a84d7e2bbc	4	12394
3231d12a-c42d-4977-b2a4-a6e4d87978e1	4	75945
32372bc5-cce2-45c1-807a-288fd850bbcd	3	4181
3237b5a8-ae44-400c-aa6d-cea51f0b9074	2	3350
323c9a5b-ca01-49ad-be39-046223a0c9ae	4	21905
32673e42-5ba2-4528-b3fe-a000a0c606e3	4	37636
3292f991-3b65-44e5-9ca4-3ca289b6c86f	1	850
329fd7ae-7db7-4cf3-bb6e-5e99478e13a2	1	596
32b6ab3b-0c65-4e7b-a185-942509ac3718	0	216
32b90c92-9978-4a07-90eb-caa4b22f4907	4	175649
32bbcbdd-3e17-4718-8935-12cc9c768909	3	4739
32e5059e-5afc-4679-b8e4-d1e2a10c61d3	1	586
331244a2-dc6e-4570-8575-919f1c951bfe	1	587
3323f0ca-dd99-45a8-9696-971c4c27806a	4	17074
332fc353-8113-4a55-8534-e5980fbfe27f	2	1887
3347890f-630e-43b9-85aa-516d964b7c4f	0	68
334c33bb-18d3-4c34-a9e9-00f7000c59b3	1	886
3360be2e-daab-4b6c-bb32-938964a86dce	0	161
33664212-3142-4e82-9efb-027ab3428f0d	1	713
336dfcad-2587-4f5d-9338-3a445282364f	4	38445
337344fc-cdeb-48ac-ba74-d53ffec04c8e	1	1084
337d442a-5cc6-45f7-8ea0-1bbfbad60300	1	687
33b3c323-77c2-417c-a5b4-af7e6a111cc9	4	259126
33b7e6a0-cc91-44fd-9b81-a092070690b5	2	1703
33d1d29a-ab86-4da4-ba17-05023b157761	3	3860
33d700ce-064f-44f6-ab9e-60f9eed0fca1	4	31431
33db34de-5419-4d4c-a45b-3dfd6b7d8a72	3	5110
33e50556-d4be-421b-a5d1-644bd536ec07	3	4016
33f3276d-4d1a-46b1-9949-bbacfee41651	1	1050
33f8d69f-5a01-4c44-a4ad-531b9c1f0d00	3	8078
3401a281-56b3-49b9-a857-a04f71c20c95	2	1818
3413b616-256d-4d5e-93b5-07b75d7fe69f	0	470
34197023-e96c-4607-aa7b-903a0ec877df	1	1320
341e61ab-c0f1-4397-bfef-3674a922816a	4	23059
343ce4fa-54b3-47b8-bd27-b379cf50f7ff	4	26460
3446c6e8-b86c-4471-a18b-ed3e6653086f	4	11267
34603fb6-bacc-4f53-9b70-7a5ccc9aa452	2	2711
34a05541-7ab0-4ca7-8b3c-8c3efafa7cb3	2	2787
34b69232-264f-419d-ad62-47d362e2c308	4	16444
34c05add-ea89-4fdc-8f81-eae6ea08fc30	2	1770
34cc6e1a-6148-4e6d-b7ed-f76ef896ec11	2	1721
3570d708-2941-44a4-aa36-69cffd620125	1	613
35869b5a-9924-48fb-83e0-ec3610c09515	1	674
358df796-546f-4b3b-bd0f-238ace09e02b	4	14803
358df878-af4e-4122-a420-80c158f756ce	1	682
35a0344e-f843-44ba-a16a-0a52bc347c85	3	8607
35fc0f9e-8a13-4392-9c18-63c048995d4c	0	42
366b5da8-4b9e-4753-9a4f-437488feb860	3	7565
367a400a-ae44-4917-9756-d4912013bfd7	4	22735
36d93db6-17b1-4209-976c-ef7f1c57d69d	1	705
36eae729-eb71-4ab0-82f8-9bef3255d881	4	59475
36ef9b72-0346-4238-9335-25c55f3d2ad3	1	1063
37159fad-1de8-452d-b6e8-153b5c836f68	1	864
371e500a-4ef4-4c52-a229-aeced6b211e0	2	2123
3725ed60-0cee-4da0-b4c9-a9bd145d3d50	3	4044
37547347-ea75-45fa-9766-ff36b44d8147	3	6625
375a3c4c-7898-47f0-ad0e-443a75148c7a	4	11759
3762cf03-0992-4d9b-a50e-8ae2e1cc5522	3	6743
37868418-e2f2-4a1b-9517-165abac8b02b	3	8240
3798b104-01cb-484c-a3b0-56adc6399b80	4	303946
37b71e3d-70a2-419c-8248-864b1be7251f	4	35062
37c56725-6c31-4119-bb63-e133f56bda2b	1	1367
37ca23ff-2be7-4f9c-a70d-57af4229b9dc	0	130
37d47455-9c50-4779-81dc-6b37976d02a2	1	740
37fc19c2-055d-4e3b-97b8-ae130a49566e	2	2712
380429da-3827-43fd-9e67-558e4c6a91bf	3	4570
381178df-339f-447a-a68b-e4ef306b3da1	4	17567
3819c0e6-19d8-4c8d-839f-c87278b059ad	1	528
3820290a-5eb7-4d30-abaf-6c95e2881ec5	1	801
3826a6e0-9ea5-4007-941c-25b9dd943981	4	12199
38284e06-c741-40c4-b247-f7dc0de5f24c	3	4883
3863771d-f4de-4ce4-94af-41af4f00a93b	1	529
38931c3d-5e87-461b-8982-84428d8a5a5d	3	7643
38b566b6-d675-442d-a5b5-0cdd8216dcaa	3	5000
38bbbd07-9d89-4ff1-9a4e-28e48f57d63a	4	43188
38bf4549-8406-43a8-b90b-c9adf916625a	1	1268
38e4b859-56b2-423e-847b-f38657129be1	0	380
38e9a707-f711-4fd2-9fb0-07c8f3142059	0	378
38f8d135-35b4-4e6c-a83b-ba838bb7bd92	2	3263
39047381-8e47-48b8-9e42-511dd032b4d8	1	1195
3929b9a3-c550-48ce-aa91-f28d445eeb77	1	1006
392e5b1c-8326-439a-bc9c-bf0fdec6b445	2	1856
39801ecc-1f82-4907-80ac-917350ed188e	2	2451
399879c0-bab1-4eaf-9541-24101e88398a	0	192
39af30fc-b2d3-4ef4-b242-4413e9cf3c82	0	307
39ba13b9-5534-4c2a-9aac-27d72bcaf22e	4	34405
39bd0ad3-f5a7-4be8-9df5-537e8746886b	0	495
39c1e474-647e-42ef-a157-fcfb30c2c2ff	3	8824
39d0bbaa-ce24-4b9b-b8bb-33384d3228f1	1	1223
39d407ce-663d-41d0-aafe-e36f7c7b6431	2	2669
39f32228-c3e5-4645-8b43-95b4286d7ca1	0	269
3a07764c-7cc5-42e9-8205-3de7532f4771	4	86185
3a0b3e78-1af8-43ec-9949-566e87d6dd84	0	146
3a1af544-1017-44bb-bdd7-90ae18278d4a	0	383
3a768dc7-40d3-4c91-9d3e-2eabb12e5620	4	14036
3a9ee567-e2a5-4c20-b0bb-fe7f47603d52	2	2236
3ac646f6-2057-485c-bf7e-205887c81426	4	10813
3ad91c4e-ef5a-4d7c-99e7-21a8b0c9379d	2	2152
3ae4a23a-80a2-408f-9079-d6571c2525ae	4	13179
3ae83bbf-7f17-484b-8b8a-b0ce8a609c8b	1	864
3b14b1a7-2235-4fcf-a718-383beb79e856	4	24070
3b45a36d-b072-46af-9ed4-c9539fa5bbca	2	2006
3b4778b1-1051-4e8d-bff7-2e67e8f6f9d6	2	3048
3b52b915-017f-44ec-ad0e-feffc9157b3a	0	458
3b6243aa-3814-49a0-8505-4bd6d6183d46	3	9404
3b910f7b-018f-408f-950b-47e02d2ce305	3	4525
3b972356-4410-4858-ab9c-6e3c3cf76609	4	11753
3ba72992-4665-458f-a52a-b4939360f9e1	3	8227
3ba74887-6617-4fe3-8e14-eeb5ef0e7c83	0	519
3bab2208-dcba-4811-8829-2374a617752c	0	433
3bb7845a-bc8a-4ac6-bc31-32046b604e47	2	2395
3bcfeb7b-45b4-4976-83ff-61c32c58548c	0	142
3bd76ebe-c7dc-47bd-a8af-9e46d2a4f782	4	72427
3bdcd49d-212e-4f4f-877a-eac1e4a2bddc	4	53757
3c0f9f4a-6ae8-475f-9480-a3aeade6e1e1	1	586
3c12b6ba-ccc9-4c12-aecd-0334716e1ec7	2	2284
3c1b6453-a4a0-4801-9e33-af590e33b875	1	863
3c2e2afb-b7e4-4b0f-8a0c-080808c935d3	4	16305
3c3c397e-347a-4734-91c4-0af01bb27882	0	496
3c3f2d7e-95aa-4e3f-b431-0d9c3fb572cb	2	2946
3c51bf31-68d4-407d-a8bc-348462341d9d	1	1307
3c651564-eb88-48e0-a862-d6db17e8464a	4	33972
3c9b2a67-8d3c-4b2a-8af7-ebd5c30e5e1b	3	5175
3c9e1220-e9b2-45d0-9f8c-8b0a81a27bab	3	4453
3cae6a82-7451-4673-a924-875d27e3c09d	3	6850
3caf69c1-fdd8-44bc-b0a5-8af3ad8a47cd	4	24671
3cc1318b-fdec-4320-b93c-94dee9a6c971	0	363
3ccbbf11-df78-4486-9969-e23239a614ca	1	895
3cfbe5fb-c638-40dc-b8d8-bb5e5c9c4a1e	2	1939
3d133197-7e75-4775-8eb2-73a8ded3cb66	0	231
3d191c12-be64-4f90-94d8-ac324b2b3544	4	69059
3d2bdb71-0816-42a7-9448-4a78b9b7af77	2	2422
3d368735-3a3a-411b-a60e-af195b401491	0	489
3d7b2f63-31a4-434b-91c7-58f6231bd9ad	4	26840
3d907eb6-c92e-470a-9dcb-7ab1224894cd	1	1179
3dcdf085-e91e-4103-bde0-46b78509e9b1	1	1439
3dce6ecf-f2c0-48b1-9d0a-0e78ff372962	0	55
3dd434ab-8aa5-43dc-88b5-615257cbf51d	3	8349
3de05898-e662-4b53-8c69-28bda89ad6fe	2	3419
3e00927c-7101-4539-9951-eaaf346a33e3	3	8030
3e0221ff-c569-4e77-9c8b-d31fd7614e16	0	139
3e03c8a1-2173-45f4-90eb-8ebceedeb6fc	3	3906
3e0a5471-46af-4c01-bb2e-11b24c1b55fe	0	491
3e0d6e48-2597-4374-a73f-6c88b37bb502	0	351
3e0e78e8-cf0c-46e3-84fe-555a3e8ad4d4	4	49914
3e1427ac-ca42-4bb9-a103-56cc00d48a10	0	90
3e149ad9-5a66-48de-a4b3-45ddd3be2da1	2	1789
3e33b91c-381e-4d21-ab2e-d4086f124cb1	3	5972
3e356f2a-3501-4e68-8eff-f77d582c066a	4	15736
3e41211e-dc86-4d38-b3be-c75a0c522ffb	2	3564
3e783693-5899-4ce5-a797-57354e9ab48e	0	490
3e8b6fc8-5fdd-45d4-afda-88717efd80d2	4	11982
3e95edd2-5af6-47d4-aac4-c27e58fb08f8	4	12634
3eab4de9-a578-4327-8909-f90ffc1b8ae5	4	19948
3eaf26fa-7503-46e9-aeb0-63385598e1aa	0	451
3ec5d50a-fba4-4eda-8332-6b962540a245	2	2394
3ec9b73e-a064-405e-a84b-0448a67dee4a	2	2756
3ed4a50d-2be5-4fc9-9798-9009496e324d	0	490
3ed7a90e-0dfa-4273-9291-f8efa2d25edb	0	365
3ee0cf8e-ed2e-4498-8ed1-53823dacb768	0	110
3eece87b-4e2f-4774-91cd-a7ed5fb0510e	4	17117
3f0ca327-69b4-4018-acda-ad1e22d43bb7	4	18702
3f2acb91-4593-4cc8-afea-582006f4ce98	0	53
3f2ff244-ec9a-4466-bab2-ffabf7202987	1	579
3f3032ef-8f91-4675-b728-d9746109ae03	2	2247
3f5999c4-6647-45a1-90d6-857c667ca80b	1	1404
3f5a9d5c-f437-43f9-aaff-c87ba5bf5ac2	3	5593
3f658e7f-4f44-4493-942c-ede5033bc6f7	3	5170
3f6ee55e-d523-4dd8-a027-7a6af9909ae1	3	7827
3f7327fe-9562-4241-bf95-59ddb503df96	0	244
3f7a73e5-cb7f-4488-bd7e-f5e26c87fe1b	3	3888
3fa354b6-aaba-4bb7-99ca-78a843047b4f	4	26298
3fab0883-3a34-4e68-9d44-fe7ab789e396	3	4405
3fabe4ca-aec4-4e46-86c1-08bde01e300d	0	87
3fbcd2d3-3d78-470f-9e47-8f4d66da2474	4	42787
3ff8a080-62f5-428a-87ea-253e5fbda24d	1	1341
40051770-9f53-485a-b794-0a1d56c42e7d	3	8570
401c3991-b76b-499d-8082-9f2df958ef78	4	192975
4020ea18-d886-483c-910f-a0e7e039c097	1	795
402264b1-972e-4196-ae86-e53be140620c	0	451
404670b2-bb19-4be8-862b-fe465a6e2a79	0	464
404873ba-b673-482d-b10d-23c66e723ff7	4	11403
40575803-de3a-4de4-9e40-7e98746aa675	2	3516
4072e225-336f-49f9-bac1-c94be913cb65	2	2313
407d7ae0-c297-491c-bd19-4185e2b12ef2	4	21655
40a10c54-06a1-46ad-9161-53e989c4ca95	4	20859
40cf4a0a-e38c-4dbd-b2ed-1948e7bfb16e	3	3949
40e5f959-3d95-4b3c-a994-995d36805533	0	276
410a3ac6-cad1-436b-a5f1-381158549412	0	264
412ad426-3a57-41aa-8f81-a94380182833	1	1284
4133ef45-3c1b-49da-b886-a07300fa4da5	3	7545
41414d9d-fe62-474f-b856-5289d901f758	1	678
4156b165-06a4-4995-a66f-e1bb781b9bc1	0	241
4159ac30-ecce-43a6-b200-b48801968e30	4	20361
41658442-c633-4be9-9c35-9871f2c60081	1	1391
41aa2734-ec86-4197-a074-d44886e7da8d	4	92684
41b2f0f1-9142-49e9-a830-5291fe1a7b93	4	23626
41de9604-10b0-40e9-9d12-a70a4f9050b7	4	10753
41f1960d-be42-4ca0-8599-8d0fb77ae6d4	3	6730
41f4d85a-0bd7-4602-a3e3-8c47f36efb0a	4	63887
41f78e1f-84d9-4e95-bf62-3f203ab4b245	1	1192
42004a2e-4066-4556-ba62-f88b9753f93d	1	1350
4204e06b-d2e4-4823-b6f3-47f7593518cb	3	9735
4206ab14-efe3-4295-ae7b-fdba50a21ca9	0	91
420c6768-0885-415a-bb59-d6a275121125	4	56117
422318a0-9769-441e-9edb-bf29845adb9a	3	4175
422bc4fc-0df9-4cd6-8f01-606a8d0193fa	2	3207
42321e24-42b6-4f08-b0d9-8325ee887a20	4	13254
42343a91-da25-4fb3-aac7-bc297956c79c	1	1366
424725d2-016f-4a2e-9160-0e4c117e17ad	1	558
4261ed8c-8053-4fd8-9c3d-22b915ea71c0	3	7629
428993f8-d31d-4374-afec-ccf92f971f4d	2	2485
429ea265-e9d0-40fc-b193-e1e4b6b7fbdf	2	2464
42c5e9b5-5cff-41fc-aca7-fb0bcf555bc7	3	3716
42e22028-a629-418e-a0ee-014886149972	3	5321
433c8ebc-c866-493f-8196-184cc4e6254f	4	10455
433d544f-d6c6-4c79-aefd-6f4c7918e5fe	4	13895
4351469c-d3d4-4071-a9b6-8df857a7802d	1	1246
43650e15-b88b-40bd-b45a-e617d45f11be	0	46
436eb956-2a52-4bdf-aa79-4d73d952b2da	2	2493
4388976f-9e02-42d9-b66f-1b9e124e3ca6	3	7189
4389f1a5-e195-4991-9111-774e5ecf7241	2	2591
43befe11-eb21-450b-b925-a053f6a3204c	2	3320
43f3ddb8-63e0-4910-8b4e-c76db775cf37	2	1471
44020008-378f-4c22-b4e0-073b75316504	0	422
441111d5-fa9f-4f08-bb03-60a081394487	4	11895
44119570-4d53-46e7-a447-bd18608c28d8	4	86735
442d21f4-0e17-42a3-9391-fff4ad40dd45	4	29678
4430e7d6-17ea-40a3-a7ed-74668dd7d565	2	3065
445db9b2-31a9-428c-91e9-f1c275ffdd77	0	225
445ed27e-e370-4bd9-9170-e1a43850b7b8	1	961
445f9517-6aea-41b1-a565-5d23b013e122	3	9292
449f2b9b-f54f-47c9-89fa-9016fba63e24	1	791
44a3cdbe-449b-44c0-80a9-554db141478f	0	404
44bd69fa-8f90-407e-b8b6-019d65b62406	1	1091
44e14e88-b17a-44d8-9e94-f3afa977239b	4	72877
4512772f-b72b-4275-98cf-e1d242d75502	3	7074
4515dd40-bef5-4a0b-b41e-b315ab16f770	1	601
4573d556-ce21-4d49-943d-4f1dde6198f6	3	7987
4587007f-a08f-4bbb-9a4b-3dd18eaa81dd	3	3726
45924c3f-d7a7-446b-b212-bd075e1b855d	4	12618
45af34ac-5b0c-43d0-afb2-453143cddeff	0	390
45bc13f9-4228-46e5-9571-bbf8efdd9d12	0	412
45c6b878-48c5-48cf-ad48-4a7cf5a10787	4	9877
45cc86b1-d09f-42ea-aab3-a30cfd0683b3	3	3608
45cec9ae-daed-4832-a3c1-269a44158d9c	2	1837
45cf80e0-5f6a-4296-b372-68fe084c7b96	2	1602
45d29fa5-6e8e-4e40-a519-2217f332bcac	4	15822
45fdf967-5a18-417a-be32-7dda5c0ebbb0	3	6307
4603ee86-4f73-471e-8fc7-4a26549ed119	4	38367
461b7812-cc9c-4e30-ab22-1b42bdba15fd	4	16681
462ca3ff-c022-4694-ab14-5167c94a4e1e	1	715
463d4be0-2828-499f-be4c-6fba77e5d84a	3	6744
46541c29-e1d4-4015-91e8-6ca7b5e6fb9b	4	15336
4694e9a3-bc35-4a5c-be15-0fa6ba9abd70	2	2511
46a5e33c-7a72-485f-b3eb-8f09fc54fe2f	3	4220
46f4e349-ddec-4131-9367-91b630a821d0	4	119880
46f6013f-35b8-4df0-9449-abe41dc859b5	2	3572
47154d0f-f31f-41e7-8734-30fe075f7957	0	457
471a0c3a-055c-46c0-ade0-81a1372e806e	0	209
47652434-155e-4f09-9c99-3d871d6e6053	3	5848
478de8cf-c188-4f50-9340-1b01ceb4854a	1	969
47a40555-4df7-41f5-a4a5-6033b198a3e3	3	5623
47a9a488-a721-4d0e-88bc-2452701fb9c9	3	6884
47b4b80b-0cfd-4dfa-98bb-4ca24ba2b418	2	3055
47bc8f21-57c5-4de4-8a19-b9bdcc4bc62c	3	7852
47db4d10-b7b8-42ff-ac75-2ebd3d4be960	0	83
47eb49b7-8064-4f07-9e62-b595da007319	2	1786
480d3ce4-2b8c-4be2-acc2-febc5f3e1552	2	2138
481cc531-098f-40ed-8d78-c3310e60b2be	1	1250
485eb5e4-5da6-4097-b88d-06686c218fab	0	118
486668e1-460e-43e1-9904-7e1b011328bc	2	1750
487a9670-27f2-48d3-88a2-84fc9abd26be	2	2773
48a42902-e7fe-4a61-90b8-14e7419fc651	3	4080
48b48175-5ffd-49a2-88e2-ca84118544ca	4	48390
48b82408-3db2-4a96-bd97-129fbdeddfc4	3	4902
48ca04d7-af6e-44b6-9025-3d43a83c5651	0	53
48da3588-8dba-434c-ac4a-6251007ed415	2	2198
48e18c9b-371f-42e6-878d-633e25fa01fd	3	6550
4902b09a-8fd8-4413-941d-a5c9247aaa5b	2	2724
4916c003-01fe-4e74-bffd-c6488e6d6e1a	2	1768
494ec056-1347-4720-bae2-b33ff0d1809c	4	11790
4962e3b4-a49a-4157-b71d-b293d90518e5	0	169
496c89e0-ee01-4283-b1c7-aa6d889be649	2	3519
